Camera Get Data Success
-56, -55, -53, -53, -55, -51, -52, -51, -49, -47, -49, -45, -45, -44, -41, -41, -41, -39, -38, -37, -36, -33, -32, -32, -31, -31, -29, -28, -26, -28, -23, -25, -23, -23, -22, -24, -25, -22, -22, -22, -24, -23, -21, -22, -24, -22, -24, -22, -24, -24, -25, -26, -25, -26, -28, -27, -28, -30, -30, -31, -31, -33, -35, -37, -39, -39, -41, -40, -42, -42, -49, -45, -49, -47, -49, -52, -52, -49, -53, -52
-57, -54, -54, -57, -52, -53, -53, -51, -47, -48, -48, -46, -45, -42, -42, -40, -39, -37, -36, -36, -32, -33, -30, -28, -30, -27, -27, -24, -24, -24, -25, -25, -22, -22, -23, -23, -22, -20, -22, -20, -21, -20, -21, -21, -22, -23, -21, -21, -22, -22, -22, -23, -24, -24, -25, -27, -28, -28, -27, -29, -32, -31, -32, -34, -35, -35, -37, -40, -39, -41, -45, -44, -49, -48, -50, -50, -52, -51, -55, -53
-57, -55, -56, -52, -52, -53, -51, -49, -48, -49, -46, -45, -41, -41, -39, -39, -37, -38, -35, -32, -32, -30, -30, -27, -27, -27, -27, -25, -23, -24, -21, -22, -22, -20, -23, -20, -21, -20, -19, -19, -18, -20, -19, -20, -20, -22, -19, -20, -21, -22, -22, -22, -24, -23, -25, -26, -27, -28, -27, -29, -29, -32, -32, -33, -34, -36, -38, -39, -39, -43, -44, -41, -46, -49, -47, -48, -52, -50, -51, -52
-53, -54, -53, -52, -55, -52, -50, -50, -47, -46, -44, -45, -42, -38, -38, -35, -37, -33, -33, -32, -31, -30, -27, -27, -26, -26, -26, -25, -23, -21, -23, -21, -18, -21, -18, -19, -20, -18, -18, -19, -18, -18, -19, -18, -19, -20, -18, -18, -18, -19, -22, -22, -21, -20, -22, -24, -23, -24, -25, -26, -27, -30, -31, -29, -32, -34, -34, -37, -38, -42, -41, -40, -43, -45, -49, -52, -52, -51, -52, -53
-56, -55, -53, -52, -52, -49, -51, -49, -48, -45, -43, -43, -41, -40, -37, -36, -36, -33, -30, -31, -28, -28, -27, -25, -23, -24, -24, -24, -23, -20, -20, -21, -19, -17, -18, -19, -19, -16, -17, -17, -17, -16, -16, -17, -18, -14, -18, -16, -17, -18, -19, -22, -20, -20, -21, -21, -24, -23, -25, -26, -27, -29, -30, -30, -31, -35, -35, -35, -36, -38, -40, -43, -45, -47, -45, -46, -48, -54, -47, -51
-57, -53, -53, -54, -50, -51, -49, -48, -47, -41, -41, -40, -39, -38, -35, -36, -31, -32, -29, -31, -29, -27, -27, -25, -25, -22, -23, -22, -20, -20, -19, -18, -18, -15, -16, -18, -16, -15, -15, -17, -17, -16, -17, -16, -18, -16, -16, -16, -18, -17, -18, -17, -18, -19, -21, -20, -21, -23, -24, -25, -27, -27, -28, -29, -31, -31, -32, -33, -36, -39, -39, -39, -41, -42, -44, -47, -48, -49, -48, -52
-53, -53, -54, -51, -51, -50, -51, -45, -43, -42, -40, -40, -37, -36, -38, -33, -32, -31, -28, -28, -27, -26, -26, -25, -24, -22, -20, -21, -20, -19, -17, -17, -16, -15, -14, -16, -14, -16, -15, -16, -14, -14, -15, -16, -16, -15, -15, -16, -16, -15, -16, -18, -17, -19, -19, -19, -21, -23, -24, -23, -24, -25, -26, -27, -31, -30, -31, -33, -34, -34, -37, -37, -39, -41, -42, -46, -47, -49, -51, -49
-55, -54, -51, -52, -50, -47, -45, -47, -43, -42, -40, -37, -37, -34, -34, -32, -32, -30, -29, -28, -26, -26, -24, -24, -22, -21, -20, -20, -17, -19, -16, -17, -17, -14, -15, -14, -13, -14, -15, -13, -14, -13, -13, -14, -14, -15, -13, -15, -14, -16, -15, -17, -17, -17, -19, -19, -20, -21, -22, -23, -24, -25, -25, -27, -27, -29, -30, -31, -35, -35, -36, -35, -40, -41, -45, -45, -46, -48, -48, -51
-53, -52, -51, -50, -48, -48, -45, -41, -42, -40, -40, -37, -35, -34, -33, -32, -30, -29, -27, -26, -25, -25, -23, -24, -22, -21, -19, -19, -17, -16, -14, -14, -13, -15, -14, -12, -12, -12, -14, -13, -14, -13, -13, -12, -13, -11, -15, -14, -14, -15, -14, -15, -15, -16, -17, -19, -19, -18, -19, -20, -21, -22, -25, -26, -28, -29, -30, -30, -32, -34, -35, -37, -38, -40, -41, -44, -47, -46, -48, -51
-51, -51, -47, -47, -46, -47, -46, -46, -42, -40, -39, -35, -34, -33, -32, -29, -28, -26, -26, -25, -26, -24, -23, -21, -20, -18, -18, -16, -15, -15, -13, -16, -13, -14, -12, -15, -12, -12, -12, -11, -11, -10, -12, -12, -11, -11, -11, -13, -12, -12, -12, -15, -13, -14, -16, -16, -17, -19, -18, -22, -21, -23, -25, -27, -27, -27, -27, -29, -33, -32, -35, -37, -39, -40, -43, -44, -43, -45, -46, -49
